"Nom","Fichiers","Sous-dossiers","Taille Logique","Taille Physique","Attributes","Dernier changement","WinDirStat Attributes"
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\dist\assets\index-B1UTYV2P.css",0,0,73607,73728,0x00000020,2025-05-22T22:33:17Z,0x0108
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\dist\assets\index-CI1mlLz_.js",0,0,474382,475136,0x00000020,2025-05-22T22:33:17Z,0x0108
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\dist\assets\images",21,5,14091960,14139568,0x00000010,2025-05-22T22:33:17Z,0x0104
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\dist\assets\images\images_URLs.txt",0,0,171,176,0x00000020,2025-05-19T18:29:19Z,0x0108
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\dist\assets\images\handmade_products.webp",0,0,29362,32768,0x00000020,2025-05-19T12:18:48Z,0x0108
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\dist\assets\images\chapeau_de_paille_berbere_2.jpg",0,0,39576,40960,0x00000020,2025-05-19T12:24:39Z,0x0108
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\dist\assets\images\home_page_image.webp",0,0,90936,94208,0x00000020,2025-05-19T12:24:35Z,0x0108
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\dist\assets\images\blog",3,0,306175,315392,0x00000010,2025-05-22T22:33:17Z,0x0104
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\dist\assets\images\blog\symboles_berberes.webp",0,0,66198,69632,0x00000020,2025-05-19T12:18:42Z,0x0108
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\dist\assets\images\blog\fibre_vegetal.jpg",0,0,67258,69632,0x00000020,2025-05-19T16:27:00Z,0x0108
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\dist\assets\images\blog\tissage.jpg",0,0,172719,176128,0x00000020,2025-05-19T12:18:51Z,0x0108
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\dist\assets\images\produits_phares",4,0,437777,446464,0x00000010,2025-05-22T22:33:17Z,0x0104
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\dist\assets\images\produits_phares\sac_bandouliere.webp",0,0,33180,36864,0x00000020,2025-05-19T18:40:24Z,0x0108
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\dist\assets\images\produits_phares\sac_tresse_naturel.jpeg",0,0,92893,94208,0x00000020,2025-05-19T18:40:17Z,0x0108
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\dist\assets\images\produits_phares\chapeau_a_large_bord.webp",0,0,150726,151552,0x00000020,2025-05-19T16:10:55Z,0x0108
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\dist\assets\images\produits_phares\chapeau_panama.webp",0,0,160978,163840,0x00000020,2025-05-19T12:43:50Z,0x0108
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\dist\assets\images\products",2,0,453415,454656,0x00000010,2025-05-22T22:33:17Z,0x0104
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\dist\assets\images\products\chapeau_de_paille_berbere.jpg",0,0,73398,73728,0x00000020,2025-05-19T12:43:46Z,0x0108
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\dist\assets\images\products\sac_a_main_tisse_traditionnel.jpg",0,0,380017,380928,0x00000020,2025-05-19T12:44:02Z,0x0108
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\dist\assets\images\instagram",4,0,720623,729088,0x00000010,2025-05-22T22:33:17Z,0x0104
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\dist\assets\images\instagram\insta_image_1.jpg",0,0,41273,45056,0x00000020,2025-05-19T12:44:05Z,0x0108
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\dist\assets\images\instagram\insta_image_4.jpg",0,0,68726,69632,0x00000020,2025-05-19T12:18:54Z,0x0108
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\dist\assets\images\instagram\insta_image_2.webp",0,0,197064,200704,0x00000020,2025-05-19T12:43:57Z,0x0108
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\dist\assets\images\instagram\insta_image_3.jpg",0,0,413560,413696,0x00000020,2025-05-19T12:19:00Z,0x0108
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\dist\assets\images\sacs",4,0,12013925,12025856,0x00000010,2025-05-22T22:33:17Z,0x0104
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\dist\assets\images\sacs\sac_traditionnel.jpg",0,0,1163573,1167360,0x00000020,2023-10-09T12:54:42Z,0x0108
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\dist\assets\images\sacs\sac_traditionnel_vue2.jpg",0,0,2949948,2953216,0x00000020,2025-05-19T19:43:30Z,0x0108
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\dist\assets\images\sacs\sac_traditionnel_vue3.jpg",0,0,3160024,3162112,0x00000020,2025-05-19T19:43:24Z,0x0108
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\dist\assets\images\sacs\sac_traditionnel_vue1.jpg",0,0,4740380,4743168,0x00000020,2025-05-19T19:43:27Z,0x0108
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\.git",306,184,15773391,16142272,0x00000012,2025-05-22T22:40:54Z,0x0104
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\.git\HEAD",0,0,21,24,0x00000020,2025-05-19T12:13:11Z,0x0108
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\.git\COMMIT_EDITMSG",0,0,40,40,0x00000020,2025-05-22T22:05:44Z,0x0108
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\.git\ORIG_HEAD",0,0,41,48,0x00000020,2025-05-22T22:05:46Z,0x0108
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\.git\description",0,0,73,80,0x00000020,2025-05-19T12:13:09Z,0x0108
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\.git\packed-refs",0,0,112,112,0x00000020,2025-05-19T12:13:11Z,0x0108
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\.git\refs",4,4,153,176,0x00000010,2025-05-22T22:40:54Z,0x0104
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\.git\refs\tags",0,0,0,0,0x00000010,2025-05-19T12:13:11Z,0x0104
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\.git\refs\heads",1,0,41,48,0x00000010,2025-05-22T22:05:44Z,0x0104
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\.git\refs\heads\main",0,0,41,48,0x00000020,2025-05-22T22:05:44Z,0x0108
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\.git\refs\remotes",3,1,112,128,0x00000010,2025-05-22T22:40:54Z,0x0104
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\.git\refs\remotes\origin",3,0,112,128,0x00000010,2025-05-22T22:40:54Z,0x0104
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\.git\refs\remotes\origin\HEAD",0,0,30,32,0x00000020,2025-05-19T18:02:02Z,0x0108
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\.git\refs\remotes\origin\main",0,0,41,48,0x00000020,2025-05-22T22:05:49Z,0x0108
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\.git\refs\remotes\origin\gh-pages",0,0,41,48,0x00000020,2025-05-22T22:34:50Z,0x0108
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\.git\FETCH_HEAD",0,0,231,232,0x00000020,2025-05-22T22:40:54Z,0x0108
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\.git\info",1,0,240,240,0x00000010,2025-05-19T12:13:10Z,0x0104
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\.git\info\exclude",0,0,240,240,0x00000020,2025-05-19T12:13:10Z,0x0108
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\.git\config",0,0,468,472,0x00000020,2025-05-19T18:02:52Z,0x0108
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\.git\index",0,0,14079,16384,0x00000020,2025-05-22T22:27:38Z,0x0108
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\.git\logs",5,4,7379,20480,0x00000010,2025-05-22T22:34:50Z,0x0104
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\.git\logs\HEAD",0,0,1770,4096,0x00000020,2025-05-22T22:05:44Z,0x0108
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\.git\logs\refs",4,3,5609,16384,0x00000010,2025-05-22T22:34:50Z,0x0104
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\.git\logs\refs\heads",1,0,1770,4096,0x00000010,2025-05-22T22:05:44Z,0x0104
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\.git\logs\refs\heads\main",0,0,1770,4096,0x00000020,2025-05-22T22:05:44Z,0x0108
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\.git\logs\refs\remotes",3,1,3839,12288,0x00000010,2025-05-22T22:34:50Z,0x0104
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\.git\logs\refs\remotes\origin",3,0,3839,12288,0x00000010,2025-05-22T22:34:50Z,0x0104
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\.git\logs\refs\remotes\origin\main",0,0,1165,4096,0x00000020,2025-05-22T22:05:49Z,0x0108
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\.git\logs\refs\remotes\origin\HEAD",0,0,1624,4096,0x00000020,2025-05-19T18:02:02Z,0x0108
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\.git\logs\refs\remotes\origin\gh-pages",0,0,1050,4096,0x00000020,2025-05-22T22:34:50Z,0x0108
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\.git\hooks",14,0,25827,47112,0x00000010,2025-05-19T12:13:10Z,0x0104
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\.git\hooks\post-update.sample",0,0,189,192,0x00000020,2025-05-19T12:13:09Z,0x0108
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\.git\hooks\pre-merge-commit.sample",0,0,416,416,0x00000020,2025-05-19T12:13:09Z,0x0108
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\.git\hooks\pre-applypatch.sample",0,0,424,424,0x00000020,2025-05-19T12:13:09Z,0x0108
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\.git\hooks\applypatch-msg.sample",0,0,478,480,0x00000020,2025-05-19T12:13:09Z,0x0108
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\.git\hooks\pre-receive.sample",0,0,544,544,0x00000020,2025-05-19T12:13:09Z,0x0108
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\.git\hooks\update.sample",0,0,3650,4096,0x00000020,2025-05-19T12:13:10Z,0x0108
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\.git\hooks\sendemail-validate.sample",0,0,2308,4096,0x00000020,2025-05-19T12:13:09Z,0x0108
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\.git\hooks\push-to-checkout.sample",0,0,2783,4096,0x00000020,2025-05-19T12:13:09Z,0x0108
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\.git\hooks\prepare-commit-msg.sample",0,0,1492,4096,0x00000020,2025-05-19T12:13:09Z,0x0108
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\.git\hooks\pre-push.sample",0,0,1374,4096,0x00000020,2025-05-19T12:13:09Z,0x0108
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\.git\hooks\pre-commit.sample",0,0,1649,4096,0x00000020,2025-05-19T12:13:09Z,0x0108
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\.git\hooks\commit-msg.sample",0,0,896,4096,0x00000020,2025-05-19T12:13:09Z,0x0108
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\.git\hooks\pre-rebase.sample",0,0,4898,8192,0x00000020,2025-05-19T12:13:09Z,0x0108
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\.git\hooks\fsmonitor-watchman.sample",0,0,4726,8192,0x00000020,2025-05-19T12:13:09Z,0x0108
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\.git\objects",274,171,15724727,16056872,0x00000010,2025-05-22T22:40:54Z,0x0104
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\.git\objects\info",0,0,0,0,0x00000010,2025-05-19T12:13:10Z,0x0104
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\.git\objects\e6",1,0,15,16,0x00000010,2025-05-19T22:53:03Z,0x0104
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\.git\objects\e6\9de29bb2d1d6434b8b29ae775ad8c2e48c5391",0,0,15,16,0x00000021,2025-05-19T22:53:03Z,0x0108
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\.git\objects\8f",1,0,48,48,0x00000010,2025-05-20T01:11:03Z,0x0104
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\.git\objects\8f\761421e5e1249dfda84db5ad087925b9044888",0,0,48,48,0x00000021,2025-05-20T01:11:03Z,0x0108
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\.git\objects\9a",1,0,51,56,0x00000010,2025-05-22T22:05:44Z,0x0104
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\.git\objects\9a\d1157bd2dc24606848ab7d994f88076db8f00d",0,0,51,56,0x00000021,2025-05-22T22:05:44Z,0x0108
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\.git\objects\24",1,0,52,56,0x00000010,2025-05-19T19:22:34Z,0x0104
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\.git\objects\24\cf1692472e7f0e9f1b8ce2a421004d79d6c440",0,0,52,56,0x00000021,2025-05-19T19:22:34Z,0x0108
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\.git\objects\9b",1,0,62,64,0x00000010,2025-05-22T22:05:44Z,0x0104
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\.git\objects\9b\491e1868aceb6b3c1e8693a85d6315cec13ac9",0,0,62,64,0x00000021,2025-05-22T22:05:44Z,0x0108
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\.git\objects\ed",1,0,57,64,0x00000010,2025-05-22T22:05:44Z,0x0104
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\.git\objects\ed\07104aa4d17844c9b8a9bd0b9f06c22c4d35d0",0,0,57,64,0x00000021,2025-05-22T22:05:44Z,0x0108
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\.git\objects\16",1,0,62,64,0x00000010,2025-05-22T12:23:48Z,0x0104
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\.git\objects\16\e0ac2327ebd51ce220758e15623c953eb95cd4",0,0,62,64,0x00000021,2025-05-22T12:23:48Z,0x0108
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\.git\objects\18",1,0,88,88,0x00000010,2025-05-22T12:23:48Z,0x0104
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\.git\objects\18\861af4a3796bbc39cd7648f4948fc38e43e9f1",0,0,88,88,0x00000021,2025-05-22T12:23:48Z,0x0108
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\.git\objects\ee",1,0,87,88,0x00000010,2025-05-22T12:23:48Z,0x0104
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\.git\objects\ee\93e0e2dd283908120f2b0372c972c19c2205b0",0,0,87,88,0x00000021,2025-05-22T12:23:48Z,0x0108
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\.git\objects\37",1,0,84,88,0x00000010,2025-05-22T12:23:48Z,0x0104
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\.git\objects\37\a9786099a72aa70df85a7725134d96e89bc93d",0,0,84,88,0x00000021,2025-05-22T12:23:48Z,0x0108
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\.git\objects\5e",1,0,127,128,0x00000010,2025-05-20T01:25:03Z,0x0104
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\.git\objects\5e\d198e028529c4f963314010b4d545347d4ff7a",0,0,127,128,0x00000021,2025-05-20T01:25:03Z,0x0108
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\.git\objects\5f",1,0,127,128,0x00000010,2025-05-20T01:25:03Z,0x0104
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\.git\objects\5f\bccd5620d837e03cf528f216598ef9a7efb78d",0,0,127,128,0x00000021,2025-05-20T01:25:03Z,0x0108
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\.git\objects\d6",1,0,132,136,0x00000010,2025-05-20T01:25:03Z,0x0104
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\.git\objects\d6\544732668b5584acbf67feab698beaea5be813",0,0,132,136,0x00000021,2025-05-20T01:25:03Z,0x0108
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\.git\objects\32",1,0,131,136,0x00000010,2025-05-20T01:52:38Z,0x0104
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\.git\objects\32\37d85bd4bc53b2dad7d30afdc824acad6090a0",0,0,131,136,0x00000021,2025-05-20T01:52:38Z,0x0108
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\.git\objects\36",1,0,148,152,0x00000010,2025-05-20T01:25:03Z,0x0104
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\.git\objects\36\82e698b4f50d29a276e8f6c1867018319f5f68",0,0,148,152,0x00000021,2025-05-20T01:25:03Z,0x0108
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\.git\objects\fa",1,0,154,160,0x00000010,2025-05-22T22:05:19Z,0x0104
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\.git\objects\fa\f533d8045c05f4c42e57a0b2a34f269c6acbee",0,0,154,160,0x00000021,2025-05-22T22:05:19Z,0x0108
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\.git\objects\98",1,0,155,160,0x00000010,2025-05-22T22:19:40Z,0x0104
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\.git\objects\98\3456bbed349e618c080b7a2fd336b2d92887c1",0,0,155,160,0x00000021,2025-05-22T22:19:40Z,0x0108
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\.git\objects\a8",1,0,156,160,0x00000010,2025-05-20T01:52:38Z,0x0104
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\.git\objects\a8\29b740f434473f5487aafbd059a3899076d282",0,0,156,160,0x00000021,2025-05-20T01:52:38Z,0x0108
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\.git\objects\7f",1,0,161,168,0x00000010,2025-05-19T19:21:20Z,0x0104
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\.git\objects\7f\c5767bb1470518e8b3e62ec179c596a754a5d1",0,0,161,168,0x00000021,2025-05-19T19:21:20Z,0x0108
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\.git\objects\1f",1,0,161,168,0x00000010,2025-05-19T19:22:34Z,0x0104
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\.git\objects\1f\9e5f87369656e9b9b1b02efa6cfbbd17c9a7c9",0,0,161,168,0x00000021,2025-05-19T19:22:34Z,0x0108
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\.git\objects\68",1,0,161,168,0x00000010,2025-05-20T01:11:03Z,0x0104
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\.git\objects\68\90297748bbb73e3aa2c41841fff731a62d576f",0,0,161,168,0x00000021,2025-05-20T01:11:03Z,0x0108
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\.git\objects\c2",1,0,176,176,0x00000010,2025-05-19T19:22:34Z,0x0104
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\.git\objects\c2\a8611e581b85c918be419c7050a6e87956305b",0,0,176,176,0x00000021,2025-05-19T19:22:34Z,0x0108
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\.git\objects\e9",1,0,176,176,0x00000010,2025-05-19T22:39:24Z,0x0104
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\.git\objects\e9\2448197bb1e9f7c5c148bdbd60db5f8f28a21a",0,0,176,176,0x00000021,2025-05-19T22:39:24Z,0x0108
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\.git\objects\a7",1,0,177,184,0x00000010,2025-05-20T01:34:54Z,0x0104
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\.git\objects\a7\4e71ebfd9035e9ea32457184d2549a1f43f0c0",0,0,177,184,0x00000021,2025-05-20T01:34:54Z,0x0108
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\.git\objects\b7",1,0,179,184,0x00000010,2025-05-22T22:05:44Z,0x0104
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\.git\objects\b7\e49956b4bd16b60e06b064aece40d439069919",0,0,179,184,0x00000021,2025-05-22T22:05:44Z,0x0108
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\.git\objects\87",1,0,187,192,0x00000010,2025-05-22T22:27:38Z,0x0104
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\.git\objects\87\46d164bf080c3aed63651b41018c169488f2e8",0,0,187,192,0x00000021,2025-05-22T22:27:38Z,0x0108
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\.git\objects\7b",1,0,198,200,0x00000010,2025-05-22T22:05:19Z,0x0104
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\.git\objects\7b\b24b635824dcbfc6685ebd3f3dd9d9c7e81583",0,0,198,200,0x00000021,2025-05-22T22:05:19Z,0x0108
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\.git\objects\0c",1,0,229,232,0x00000010,2025-05-20T01:37:14Z,0x0104
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\.git\objects\0c\1af7855140d0db78b32c8480d7481c558e20b5",0,0,229,232,0x00000021,2025-05-20T01:37:14Z,0x0108
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\.git\objects\a6",1,0,244,248,0x00000010,2025-05-22T12:23:48Z,0x0104
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\.git\objects\a6\5cbe205b3da650f095882cb5dce7522d6a2090",0,0,244,248,0x00000021,2025-05-22T12:23:48Z,0x0108
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\.git\objects\1d",1,0,272,272,0x00000010,2025-05-20T01:11:03Z,0x0104
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\.git\objects\1d\92ae9f938560fe8a6022c02a8489058deae05a",0,0,272,272,0x00000021,2025-05-20T01:11:03Z,0x0108
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\.git\objects\3a",1,0,273,280,0x00000010,2025-05-19T19:22:34Z,0x0104
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\.git\objects\3a\3dbb68085cbbb3466b9569f957df8b689c927e",0,0,273,280,0x00000021,2025-05-19T19:22:34Z,0x0108
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\.git\objects\7e",1,0,297,304,0x00000010,2025-05-20T01:11:25Z,0x0104
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\.git\objects\7e\f3fafc75715ec7e72142522aa655e2448a0f12",0,0,297,304,0x00000021,2025-05-20T01:11:25Z,0x0108
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\.git\objects\ef",1,0,304,304,0x00000010,2025-05-19T22:53:26Z,0x0104
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\.git\objects\ef\2ca393b199d7065ab9121bcbb5422dd5ab1ffc",0,0,304,304,0x00000021,2025-05-19T22:53:26Z,0x0108
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\.git\objects\ca",1,0,304,304,0x00000010,2025-05-19T22:39:24Z,0x0104
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\.git\objects\ca\1f06bec57d6fb2ff3a96be3dad7446186d3d92",0,0,304,304,0x00000021,2025-05-19T22:39:24Z,0x0108
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\.git\objects\ba",1,0,300,304,0x00000010,2025-05-22T12:23:48Z,0x0104
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\.git\objects\ba\1328074e151246679b6e4174fdf852f6c43af3",0,0,300,304,0x00000021,2025-05-22T12:23:48Z,0x0108
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\.git\objects\6a",1,0,299,304,0x00000010,2025-05-22T12:23:48Z,0x0104
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\.git\objects\6a\d5db46245b4262bc88429323e81e8fef1adf85",0,0,299,304,0x00000021,2025-05-22T12:23:48Z,0x0108
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\.git\objects\ce",1,0,314,320,0x00000010,2025-05-22T12:23:48Z,0x0104
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\.git\objects\ce\675c5da0edadc274aa5d871451869a6ec9a1e6",0,0,314,320,0x00000021,2025-05-22T12:23:48Z,0x0108
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\.git\objects\4f",2,0,315,320,0x00000010,2025-05-22T22:12:44Z,0x0104
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\.git\objects\4f\2af70c164a4e45fb10c77da16d18fd1023d2ef",0,0,140,144,0x00000021,2025-05-20T01:25:03Z,0x0108
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\.git\objects\4f\2879a447a843f8e2c8640e51da4a45026422aa",0,0,175,176,0x00000021,2025-05-22T22:12:44Z,0x0108
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\.git\objects\7c",1,0,332,336,0x00000010,2025-05-22T12:23:48Z,0x0104
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\.git\objects\7c\29468f6f713a986942bb182587e2ef1714183e",0,0,332,336,0x00000021,2025-05-22T12:23:48Z,0x0108
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\.git\objects\3c",1,0,344,344,0x00000010,2025-05-20T01:25:03Z,0x0104
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\.git\objects\3c\810ad755b7f0c8a57487e032a21d629142ba60",0,0,344,344,0x00000021,2025-05-20T01:25:03Z,0x0108
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\.git\objects\f0",1,0,348,352,0x00000010,2025-05-22T12:23:48Z,0x0104
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\.git\objects\f0\ce1ea2276cc2024ef055d33e2cea9243b00be0",0,0,348,352,0x00000021,2025-05-22T12:23:48Z,0x0108
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\.git\objects\95",2,0,345,352,0x00000010,2025-05-20T01:11:03Z,0x0104
"C:\Users\1\Documents\GitHub\lucid-web-craftsman\.git\objects\95\18a103bf4d2eb1ad50d299d53049f06be5f273",0,0,48,48,0x00000021,2025-05-19T19:22:34Z,0x0108
